benchmark,extraction_issue,failure_type,mode,model_alias,pass,post_think_tokens,repeat,task_id,think_tokens,total_tokens
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","152","0","108","176","328"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","933","0","109","113","1046"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","275","0","111","171","446"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","94","0","113","151","245"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","112","0","116","193","305"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","91","0","118","205","296"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","248","0","119","59","307"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","306","0","120","181","487"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","405","0","123","138","543"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","120","0","124","118","238"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","257","0","125","111","368"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","290","0","126","170","460"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","93","0","127","103","196"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","118","0","128","109","227"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","495","0","129","88","583"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","458","0","130","175","633"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","262","0","131","66","328"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","113","0","132","84","197"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","99","0","133","114","213"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","156","0","135","153","309"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","160","0","137","365","525"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","614","0","138","193","807"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","197","0","139","98","295"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","107","0","140","224","331"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","398","0","141","246","644"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","139","0","142","176","315"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","122","0","145","127","249"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","271","0","160","111","382"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","162","0","161","230","392"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","130","0","162","166","296"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","222","0","165","110","332"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","232","0","166","136","368"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","202","0","167","145","347"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","103","0","168","137","240"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","142","0","170","292","434"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","123","0","171","69","192"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","100","0","172","200","300"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","130","0","222","132","262"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","412","0","223","119","531"
"mbpp_100","none","missing_entry_point","fsm_plan","qwen35","False","333","0","224","257","590"
"mbpp_100","none","missing_entry_point","free","qwen35","False","601","0","2","2256","2857"
"mbpp_100","none","missing_entry_point","free","qwen35","False","785","0","3","4218","5003"
"mbpp_100","none","missing_entry_point","free","qwen35","False","768","0","4","2901","3669"
"mbpp_100","none","missing_entry_point","free","qwen35","False","798","0","6","1644","2442"
"mbpp_100","none","missing_entry_point","free","qwen35","False","7142","0","7","1050","8192"
"mbpp_100","none","missing_entry_point","free","qwen35","False","375","0","8","2099","2474"
"mbpp_100","none","missing_entry_point","free","qwen35","False","946","0","9","4546","5492"
"mbpp_100","none","missing_entry_point","free","qwen35","False","584","0","11","1692","2276"
"mbpp_100","none","missing_entry_point","free","qwen35","False","687","0","12","1832","2519"
"mbpp_100","none","missing_entry_point","free","qwen35","False","590","0","14","2052","2642"
"mbpp_100","none","missing_entry_point","free","qwen35","False","613","0","16","3274","3887"
"mbpp_100","none","missing_entry_point","free","qwen35","False","134","0","17","278","412"
"mbpp_100","none","missing_entry_point","free","qwen35","False","474","0","18","1278","1752"
"mbpp_100","none","missing_entry_point","free","qwen35","False","556","0","19","2889","3445"
"mbpp_100","none","syntax_error","free","qwen35","False","831","0","20","3531","4362"
"mbpp_100","none","missing_entry_point","free","qwen35","False","630","0","56","5400","6030"
"mbpp_100","none","missing_entry_point","free","qwen35","False","845","0","57","2817","3662"
"mbpp_100","none","syntax_error","free","qwen35","False","552","0","58","2690","3242"
"mbpp_100","none","missing_entry_point","free","qwen35","False","351","0","59","1554","1905"
"mbpp_100","none","missing_entry_point","free","qwen35","False","861","0","61","4564","5425"
"mbpp_100","none","missing_entry_point","free","qwen35","False","706","0","62","1858","2564"
"mbpp_100","none","missing_entry_point","free","qwen35","False","720","0","63","3043","3763"
"mbpp_100","none","missing_entry_point","free","qwen35","False","451","0","64","1990","2441"
"mbpp_100","none","pass","free","qwen35","True","834","0","65","4591","5425"
"mbpp_100","none","missing_entry_point","free","qwen35","False","7860","0","66","332","8192"
"mbpp_100","none","missing_entry_point","free","qwen35","False","735","0","67","3268","4003"
"mbpp_100","none","missing_entry_point","free","qwen35","False","749","0","68","2147","2896"
"mbpp_100","none","missing_entry_point","free","qwen35","False","914","0","69","3019","3933"
"mbpp_100","none","missing_entry_point","free","qwen35","False","342","0","70","4638","4980"
"mbpp_100","none","missing_entry_point","free","qwen35","False","634","0","71","2826","3460"
"mbpp_100","none","missing_entry_point","free","qwen35","False","1061","0","72","3693","4754"
"mbpp_100","none","missing_entry_point","free","qwen35","False","988","0","74","3635","4623"
"mbpp_100","none","missing_entry_point","free","qwen35","False","865","0","75","1926","2791"
"mbpp_100","none","syntax_error","free","qwen35","False","523","0","77","2362","2885"
"mbpp_100","none","missing_entry_point","free","qwen35","False","8070","0","79","122","8192"
"mbpp_100","none","missing_entry_point","free","qwen35","False","583","0","80","1684","2267"
"mbpp_100","none","missing_entry_point","free","qwen35","False","230","0","82","1780","2010"
"mbpp_100","empty_code","extraction_empty_code","free","qwen35","False","0","0","84","8192","8192"
"mbpp_100","none","missing_entry_point","free","qwen35","False","357","0","85","1533","1890"
"mbpp_100","none","missing_entry_point","free","qwen35","False","435","0","86","2119","2554"
"mbpp_100","none","missing_entry_point","free","qwen35","False","725","0","87","1972","2697"
"mbpp_100","none","syntax_error","free","qwen35","False","394","0","88","2160","2554"
"mbpp_100","none","missing_entry_point","free","qwen35","False","986","0","89","3871","4857"
"mbpp_100","none","missing_entry_point","free","qwen35","False","708","0","90","3916","4624"
"mbpp_100","none","missing_entry_point","free","qwen35","False","775","0","91","2534","3309"
"mbpp_100","empty_code","extraction_empty_code","free","qwen35","False","1","0","92","8191","8192"
"mbpp_100","none","missing_entry_point","free","qwen35","False","608","0","93","2909","3517"
"mbpp_100","none","missing_entry_point","free","qwen35","False","443","0","94","2507","2950"
"mbpp_100","none","missing_entry_point","free","qwen35","False","622","0","95","2306","2928"
"mbpp_100","none","missing_entry_point","free","qwen35","False","727","0","96","2055","2782"
"mbpp_100","none","missing_entry_point","free","qwen35","False","501","0","97","2826","3327"
"mbpp_100","none","syntax_error","free","qwen35","False","565","0","98","2725","3290"
"mbpp_100","none","missing_entry_point","free","qwen35","False","290","0","99","3167","3457"
"mbpp_100","none","missing_entry_point","free","qwen35","False","835","0","100","7153","7988"
"mbpp_100","none","missing_entry_point","free","qwen35","False","735","0","101","1952","2687"
"mbpp_100","none","missing_entry_point","free","qwen35","False","545","0","102","3488","4033"
"mbpp_100","none","missing_entry_point","free","qwen35","False","704","0","103","4959","5663"
"mbpp_100","none","missing_entry_point","free","qwen35","False","316","0","104","1211","1527"
"mbpp_100","none","missing_entry_point","free","qwen35","False","8015","0","105","177","8192"
"mbpp_100","none","missing_entry_point","free","qwen35","False","74","0","106","1829","1903"
"mbpp_100","none","missing_entry_point","free","qwen35","False","628","0","108","2462","3090"
"mbpp_100","none","missing_entry_point","free","qwen35","False","918","0","109","4134","5052"
"mbpp_100","none","missing_entry_point","free","qwen35","False","855","0","111","3456","4311"
"mbpp_100","none","missing_entry_point","free","qwen35","False","764","0","113","4080","4844"
"mbpp_100","none","missing_entry_point","free","qwen35","False","495","0","116","2021","2516"
"mbpp_100","none","missing_entry_point","free","qwen35","False","180","0","118","572","752"
"mbpp_100","none","missing_entry_point","free","qwen35","False","808","0","119","2592","3400"
"mbpp_100","none","missing_entry_point","free","qwen35","False","814","0","120","7123","7937"
"mbpp_100","none","missing_entry_point","free","qwen35","False","911","0","123","5595","6506"
"mbpp_100","none","missing_entry_point","free","qwen35","False","659","0","124","2378","3037"
"mbpp_100","none","missing_entry_point","free","qwen35","False","918","0","125","3691","4609"
"mbpp_100","none","missing_entry_point","free","qwen35","False","843","0","126","2529","3372"
"mbpp_100","none","missing_entry_point","free","qwen35","False","80","0","127","369","449"
"mbpp_100","none","missing_entry_point","free","qwen35","False","7872","0","128","320","8192"
"mbpp_100","none","missing_entry_point","free","qwen35","False","971","0","129","3444","4415"
"mbpp_100","none","missing_entry_point","free","qwen35","False","583","0","130","1703","2286"
"mbpp_100","none","missing_entry_point","free","qwen35","False","594","0","131","2300","2894"
"mbpp_100","none","missing_entry_point","free","qwen35","False","615","0","132","1985","2600"
"mbpp_100","none","missing_entry_point","free","qwen35","False","452","0","133","6403","6855"
"mbpp_100","none","missing_entry_point","free","qwen35","False","315","0","135","1846","2161"
"mbpp_100","none","missing_entry_point","free","qwen35","False","626","0","137","3173","3799"
"mbpp_100","none","missing_entry_point","free","qwen35","False","577","0","138","4039","4616"
"mbpp_100","none","missing_entry_point","free","qwen35","False","164","0","139","1394","1558"
"mbpp_100","none","syntax_error","free","qwen35","False","329","0","140","1448","1777"
"mbpp_100","none","missing_entry_point","free","qwen35","False","840","0","141","3660","4500"
"mbpp_100","none","missing_entry_point","free","qwen35","False","720","0","142","2473","3193"
"mbpp_100","none","missing_entry_point","free","qwen35","False","672","0","145","1696","2368"
"mbpp_100","none","syntax_error","free","qwen35","False","7077","0","160","1115","8192"
"mbpp_100","none","missing_entry_point","free","qwen35","False","896","0","161","2546","3442"
"mbpp_100","none","missing_entry_point","free","qwen35","False","750","0","162","4424","5174"
"mbpp_100","none","missing_entry_point","free","qwen35","False","881","0","165","3105","3986"
"mbpp_100","none","missing_entry_point","free","qwen35","False","802","0","166","2000","2802"
"mbpp_100","none","missing_entry_point","free","qwen35","False","590","0","167","3009","3599"
"mbpp_100","none","syntax_error","free","qwen35","False","7871","0","168","321","8192"
"mbpp_100","none","missing_entry_point","free","qwen35","False","937","0","170","5084","6021"
"mbpp_100","none","missing_entry_point","free","qwen35","False","210","0","171","1192","1402"
"mbpp_100","none","syntax_error","free","qwen35","False","508","0","172","2183","2691"
"mbpp_100","none","missing_entry_point","free","qwen35","False","666","0","222","2002","2668"
"mbpp_100","none","missing_entry_point","free","qwen35","False","933","0","223","4762","5695"
"mbpp_100","none","syntax_error","free","qwen35","False","701","0","224","2760","3461"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","7808","0","2","384","8192"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","232","0","3","996","1228"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","246","0","4","525","771"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","6925","0","6","1267","8192"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","7367","0","7","825","8192"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","150","0","8","543","693"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","353","0","9","3277","3630"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","7661","0","11","531","8192"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","8034","0","12","158","8192"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","403","0","14","625","1028"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","6277","0","16","1915","8192"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","116","0","17","337","453"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","155","0","18","752","907"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","75","0","19","210","285"
"mbpp_100","empty_code","extraction_empty_code","prompt_terse","qwen35","False","0","0","20","8192","8192"
"mbpp_100","empty_code","extraction_empty_code","prompt_terse","qwen35","False","0","0","56","8192","8192"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","7833","0","57","359","8192"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","153","0","58","1636","1789"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","139","0","59","485","624"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","6889","0","61","1303","8192"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","8004","0","62","188","8192"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","7066","0","63","1126","8192"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","127","0","64","598","725"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","7893","0","65","299","8192"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","275","0","66","859","1134"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","625","0","67","5602","6227"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","191","0","68","702","893"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","7940","0","69","252","8192"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","120","0","70","59","179"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","290","0","71","1203","1493"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","7210","0","72","982","8192"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","203","0","74","6502","6705"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","324","0","75","1051","1375"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","7838","0","77","354","8192"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","148","0","79","109","257"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","225","0","80","649","874"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","160","0","82","330","490"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","371","0","84","1536","1907"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","268","0","85","1405","1673"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","7597","0","86","595","8192"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","130","0","87","405","535"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","71","0","88","617","688"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","363","0","89","1327","1690"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","430","0","90","2206","2636"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","8017","0","91","175","8192"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","130","0","92","3093","3223"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","7589","0","93","603","8192"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","180","0","94","619","799"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","259","0","95","484","743"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","228","0","96","1557","1785"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","162","0","97","2082","2244"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","265","0","98","620","885"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","96","0","99","471","567"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","602","0","100","641","1243"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","142","0","101","624","766"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","7927","0","102","265","8192"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","462","0","103","2464","2926"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","92","0","104","473","565"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","7776","0","105","416","8192"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","8014","0","106","178","8192"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","7925","0","108","267","8192"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","394","0","109","4227","4621"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","7181","0","111","1011","8192"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","103","0","113","340","443"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","94","0","116","370","464"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","7681","0","118","511","8192"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","228","0","119","6430","6658"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","437","0","120","5033","5470"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","6469","0","123","1723","8192"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","111","0","124","394","505"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","214","0","125","3923","4137"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","234","0","126","6705","6939"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","76","0","127","153","229"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","160","0","128","440","600"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","409","0","129","403","812"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","152","0","130","515","667"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","171","0","131","943","1114"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","139","0","132","635","774"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","91","0","133","320","411"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","222","0","135","471","693"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","7833","0","137","359","8192"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","146","0","138","4287","4433"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","159","0","139","225","384"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","178","0","140","887","1065"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","291","0","141","1205","1496"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","177","0","142","653","830"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","241","0","145","405","646"
"mbpp_100","none","syntax_error","prompt_terse","qwen35","False","7662","0","160","530","8192"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","236","0","161","813","1049"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","245","0","162","1664","1909"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","59","0","165","2089","2148"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","91","0","166","1722","1813"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","113","0","167","3171","3284"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","236","0","168","409","645"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","149","0","170","1831","1980"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","117","0","171","160","277"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","298","0","172","969","1267"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","125","0","222","917","1042"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","192","0","223","2016","2208"
"mbpp_100","none","missing_entry_point","prompt_terse","qwen35","False","7582","0","224","610","8192"
"mbpp_100","none","missing_entry_point","fsm_base","qwen35","False","122","0","2","103","225"
"mbpp_100","none","missing_entry_point","fsm_base","qwen35","False","345","0","3","137","482"
"mbpp_100","none","missing_entry_point","fsm_base","qwen35","False","169","0","4","77","246"
"mbpp_100","none","missing_entry_point","fsm_base","qwen35","False","196","0","6","69","265"
"mbpp_100","none","missing_entry_point","fsm_base","qwen35","False","155","0","7","153","308"
"mbpp_100","none","missing_entry_point","fsm_base","qwen35","False","87","0","8","89","176"
"mbpp_100","none","missing_entry_point","fsm_base","qwen35","False","198","0","9","230","428"
"mbpp_100","none","missing_entry_point","fsm_base","qwen35","False","222","0","11","126","348"
"mbpp_100","none","missing_entry_point","fsm_base","qwen35","False","104","0","12","95","199"
"mbpp_100","none","missing_entry_point","fsm_base","qwen35","False","236","0","14","62","298"
"mbpp_100","none","missing_entry_point","fsm_base","qwen35","False","147","0","16","54","201"
"mbpp_100","none","missing_entry_point","fsm_base","qwen35","False","103","0","17","91","194"
"mbpp_100","none","missing_entry_point","fsm_base","qwen35","False","123","0","18","99","222"
"mbpp_100","none","missing_entry_point","fsm_base","qwen35","False","115","0","19","52","167"
"mbpp_100","none","missing_entry_point","fsm_base","qwen35","False","151","0","20","248","399"
"mbpp_100","none","missing_entry_point","fsm_base","qwen35","False","160","0","56","88","248"
"mbpp_100","none","missing_entry_point","fsm_base","qwen35","False","158","0","57","51","209"
"mbpp_100","none","missing_entry_point","fsm_base","qwen35","False","190","0","58","101","291"
"mbpp_100","none","missing_entry_point","fsm_base","qwen35","False","147","0","59","64","211"
"mbpp_100","none","missing_entry_point","fsm_base","qwen35","False","170","0","61","82","252"
"mbpp_100","none","missing_entry_point","fsm_base","qwen35","False","209","0","62","191","400"
"mbpp_100","none","missing_entry_point","fsm_base","qwen35","False","261","0","63","60","321"
"mbpp_100","none","missing_entry_point","fsm_base","qwen35","False","106","0","64","120","226"
"mbpp_100","none","missing_entry_point","fsm_base","qwen35","False","122","0","65","105","227"
"mbpp_100","none","missing_entry_point","fsm_base","qwen35","False","420","0","66","98","518"
"mbpp_100","none","missing_entry_point","fsm_base","qwen35","False","696","0","67","65","761"
"mbpp_100","none","missing_entry_point","fsm_base","qwen35","False","201","0","68","60","261"
